sentiment,text,label
positive,"Excellent performance with snapdragon 665 octacore and 6gb ram......
Awesome camera.......thanks to ultra wide
Angle mode.....

..",2
positive,is getting ready for an awesome service!  - http://tweet.sg,2
neutral,"Advantage:
Superb phone except camera. Software is so good. You cannot off data, switch off your phone unless you unlock your phone. It's easy to track your phone while missed. Charging while power save mode gives faster charging. The UI design is very well. It gives you full access to zoom your video across notch. Dual messenger also great option. Great battery life.

Disadvantages:
Photo lovers don't buy this phone. Worst camera. Especially front camera. Never expected such a cheap thing from Samsung. At least Samsung have to give update for camera and photo clarity. All other smartphone users using pie version Android. But we have to wait upto August. Face recognition also worst. Finger print only we can use three fingers print.",1
neutral,"Please is getting heated too much when using front camera.

Please reply to my message if anybody is experiencing same.  Thanks.",1
positive,"Pros;-
Excellent battery backup. Will easily last a whole day with rough usage.
Large display screen.
No heating problem.
Low SAR value.
Cons.
Touch is bit tricky when viewing in landscape mode. Need to be careful to not cover the front camera or touch will not register.",2
positive,Looking good and loving it . Nice one from the house of oneplus1+.....,2
negative,Oneplus7T sucks. Its even slower than my earlier Oneplus 5. 90Hz speed Ghanta !,0
negative,There is no any difference between this one and other model's.. camera quality is poor ...SD couldn't get any experience.. disappointed,0
positive,"Best smart phone below 15000
Performance is excellent with good battery backup and fast charging.Display and sound quality is also good.Device is little heavy but in terms of design,it's great and phone runs smoothly without any lagging.Overall satisfying product with reasonable price.",2
neutral, y r we giving up on people?  I actually thought that way for a while too before I found someone who is very intriguing,1
positive,Ok good,2
neutral,Back camera quality not good as per expectation.,1
positive,"Awesome Phone.Excellent Performance,Battery and Camera is excellent.",2
neutral,RT @DobaDarris: @Dvlan_ @MrChuckD @afrofactz @NicolasSarkozy PE could probably drop a whole album just responding to last night's #GOPDebat…,1
positive,"I like this
Good",2
positive,RT @joshrobin: Good point by @bobhardt on @SenSchumer #irandeal rejection -- hiding it while political world watches #gopdebate http://t.co…,2
positive, congratulations!,2
neutral,"phone can get scratches very fast....camera is good enough for the price, video is very nice with good vibration reduction, speed isnt amazing, battery power is the best part, as you can manage for 2 days while travelling, with reasonable usage avoiding frequent battery recharges.",1
negative,RT @EthanObama: Did Trump just admit he gives money in return for business favors? #CitizensUnited #SCOTUS #gopdebates,0
neutral,"very nice mobile , camera very nice , macro camera work perfect and flesh light is very bright , battry backup nice , i like it and i suggest to buy it , bina soche order kr do bus , full paisa wasul fon h , but i face a bit hang problem in some feature . And during call its screen got black and then need to light your screen again by switch button.",1
positive,Camera is excellent and battery is running away fast.,2
positive,look no where else if below 15k is your budget as of now.,2
negative,Sound quality is not well and charging 🔋⚡time is over,0
positive,"Fingerprint reader is quite slow as compared  to xiomi.
Camera quality  is good.
Battery  life is awesome.
Response on clicking  is a bit late as compared  to xiomi",2
neutral,"Cons:
-Camera quality is not as good as expected.
-Pro camera was not at all useful, it's almost useless.
-Phone used to struck and will not respond properly sometimes.
-After disconnecting the call it takes 1-2 sec extra time to disconnect.
Pros:
- Battery backup is good.",1
positive,"Amazing smart phone with great battery life. Camera quality is excellent. Touchscreen is quite good. Fingerprint sensor requires some improvements. Overall, great phone with good memory.",2
positive,is feeling good.. kinda tired.. miss him... can`t wait for grad this weekend!!,2
positive,Good one with power packed battery and fast charging. At this cost this is best phone you can buy.,2
negative,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",0
positive,Very good,2
negative,"I bought OnePlus because i thought it will be having a glitches free os but this phone is having too much of glitches issues even my mi a2 OS is running much better than this mobile but camera, charging time, battery life is very good means hardware is very good but software is worst ....
I didn't expect this from OnePlus.",0
neutral,Stock os sucks .battery is ok.,1
positive," bank holiday Mondays rock, particularly when they follow the kind of Sunday I just had",2
positive,"Magnificent clearance in the screen ,touch ,camera and processing .I got it in the GREAT INDIAN SALE and was very lucky to get cashback of 1000.THANKYOU",2
positive,"Phone is value for money..
But mi tempered glass price is too high 399
If should be 199",2
positive,"very very good Redmi Note 8,
koi saaak",2
positive,Good,2
neutral,"says Brian Burton , Head of IT Security , Vodafone UK .",1
negative,Bluetooth is horrible. Its disconnecing with in 10 seconds after playing music on my LG Boom Box. And this phone started  hanging while connecting. Want to return this worst phone of Samsung.  One more thing..Fast charging  they are saying but it's taking much time charging than  a regular phone. I am not happy at all.😒,0
negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,0
negative,The display has a creamish shade compared to my old vivo phone .. The back camera quality is amazing but front camera is not up to mark.. battery life is good..  the main complaint i have is the creamish display colour..,0
positive,Very good,2
positive,"My fiancé took his pediatric boards yesterday and that calls for a no-more-studying-at-coffee-shops-during-dinner celebration! We are brand new to Phoenix and these last few months have been eating lots of Mexican and some more Mexican, which we are not complaining about in the least, but it was time for something different. Our neighbor recommended Richardson's/Rokerij as his favorite so I made a reservation for Monday night.

We sat in their downstairs dining room tucked in a generous booth in the back corner. My fiancé ordered a Dark and Stormy and we split a bottle of Pinot Noir as our server informed us of their 1/2 price bottles of wine deal. Hurrah! We ordered 2 appetizers: the bacon-wrapped scallops and the crab-stuffed mushrooms. One bite of the scallops and we were in heaven. They were GIANT, perfectly cooked, and beautifully placed in a pool of amazingly different dipping sauces. You can never go wrong with wrapping bacon on a piece of, well, anything, but this appetizer was magical.

My fiancé ordered the Rokerij Steak with roasted corn and mashed sweet potatoes in a chili pepper. I'm not a steak lover, but took one bite of his dish and it melted in my mouth. Fantastic. I ordered the Swordfish special with roasted eggplant and mashed sweet potatoes in the chili pepper as well, and I devoured every bite! 

What did it for me, however, was the dessert. We shared the truffle with vanilla gelato topped with berries. The truffles were like buttery brownies in a hard shell and perfectly portioned to satisfy. Very memorable. We will be back, even if it's just for the truffles!",2
positive,Good in lowest price,2
positive,Good,2
negative,RT @deray: Trump literally said that he donates to politicians and then calls them later to get what he wants. He literally just said that.…,0
positive,"Battery and other things are good, camera is not that good.. also samsung shall some screen protection to the mobiles...",2
neutral,Some times it's hanging,1
positive,"This is a great budget phone, camera is not up to the mark but all other departments  are good",2
negative,I had a bad feeling when I received the package. It was just wrapped in plastic cover. The battery drains out to quickly I feel. Looking for a replacement.,0
negative,Quality and performance was not so good,0
negative,"i wanna do something tonight, but that doesnt look very promising",0
positive,"It's very good mobile, but fingerprint is quite not good, overall features and camera quality also awesome..Features and specifications are very good as described, but fingerprint sensor sensitivity are not good... Overall performance is good sometimes phone hangs alot.. battery backup also good...",2
positive,Good performance,2
neutral," Ugh, not yeeet!  It`s like, in a week, too... =/ I`ll keep trying!!",1
positive,"Battery life is decent. Last about a day after moderate usage. Camera is excellent even with low light. The fingerprint reader is a winner as it is built in the screen. I was using OnePlus 3 before this, so did not feel a great improvement in terms of performance.",2
positive,Good,2
positive,Everything is good but camera quality average.,2
negative,RT @TheBaxterBean: Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate ht…,0
neutral,"1. I am facing minor issues for the screen touch sensitivity. Sometimes it doesn't read the touch even after multiple tries.

2. The fingerprint reader is a bit at slower end.
3. The face unlock feature is also not full proof and sometimes I have to try 2-3 times.
4. The Android one system does not have a App duplication feature, so that's another hit
5. Complete transfer of data from old phone becomes difficult as there is no app like ""One Plus Switch"" available for this work. So had to use some third party app.

Other than these issues, the phone is working fine. Camera is great, battery life is pretty decent, works smooth with it's 6gb ram and processor.",1
positive,hii mast,2
positive,Good😛,2
positive,"Well, I got it a bit late but after trying for a month finally I got this as it was the first order from Amazon for me and must say that as compared to other shopping apps,I got this lovely phone at reasonable price and I'm so happy to have it as it has many features along with excellent performance, well done redmi and of course the credit goes to Amazon 🙂",2
positive,It awesome in quality and baterry backup,2
negative,Hanging problem,0
negative,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",0
positive,"I stumbled in here craving breakfast because it was very close to the airport and very close to the Aloft hotel I was staying at.  Yes, I am a tourist and yes, I am from a part of the US where cowboys are not common, so walking into a place full of country western paraphanalia made me smile.  The service was good, the food was delicious, and I walked out with a few good photos.  The coffee was a tad bit weak, but I'm a starbucks bold drinker, so I don't hold it against them.",2
positive,Worth for money !,2
neutral,One year old manufacture product given,1
positive,Totally awesome phone this budjet,2
positive,"Happy, Same as expected.",2
negative,"Phone Dropped from less than half a feet ( sat on the ground while getting up) and Glass broke very badly.
Non-sense Phone",0
neutral,lots of decisions to make...i need an assistant/cook/nanny/chauffer lol lol but 4 real!,1
negative,"Dont buy this , no fast charging and all, main thing is phone is, getting heat and strylucking very much, dont waste money to buyying it",0
negative,"Worst product ever brought , face unlock is not good , touch doesn't work properly have many software issues
Would have taken 10 times this mobile to service center
Extremely Unrecommandable",0
positive,"Since I am using it, no hayway findings are surfaced. As was indicated in product specifications in the campaign for the product, I could not find any negative impact on the phones during my use.
Battery consumption is quite low in comparison to my earlier similar use of phone of other make.
Most interesting one is the Samsung Max's wise control over internet data consumption.
Photos taken in this phone are found to be excellent, though I am not an expert in photography.
Fingerprint reading is quite sharp and trustworthy.
Nevertheless, a beautiful phone indeed in day to day use.",2
neutral,is working tomorrow all day so can`t do anything tonight  Whats the plan for Saturday?,1
positive,"Pros:
Design looks sleek and easy to handle though it's a big screen. Well balanced in the hand. My 3T feels a little heavy though there is not much of a weight difference.
Good Speed and performance.
Very good display.
Excellent cameras. Definitely a big change from previous models.
Cons:
Still in the process of experiencing the product. Will update based on my findings.",2
positive,Awasome product....tnq mi,2
positive,Hi,2
negative,My paradise fly catchers abandoned their nest....  they are starting again... but it`s gonna b tough,0
positive,"First of all ....I would like say  thank you ...to SAMSUNG TEAM .one who launch this amazing product at affordable price. And I would like say thank you for Amazon team ..for better customer support and well marketed. After a month of usage of SAMSUNG GALAXY M30 ,I feel very happy

First the battery life is just amazing, and Amoled display truly impressive to you .and my kids really enjoyed lot to watch movies ,and Dobly sound system definitely impact your ears for its surround sound
while you on riding and walking with ear phones .
The Camera is much better than other phones of this segment .

The software and its features like fingerprint sensor works very well .

The UI is much more user oriented and easy to use .updates are truly worked to make your ""second wife""(i.e Samung M30),😃. More efficient.

Camera is really amazing, and Samsung Galaxy App is truly helpful for your needs.... The call quality and hardware of the phone is just amazing.

Finally I would like say thank you for ""JIO"" for providing data offer ..for its launch .",2
negative,Dhgfhh,0
positive,Like,2
positive,Awesome delivery by Amazon,2
positive,Best product in 9k bought in Sale,2
positive,"Love the Vig Uptown's vibe, decor and oh yeah, food!  The only thing that I tried that I thought was just ok, was the Pad Tia.  The sandwiches are wonderful, would prefer large cut fries more, but I still enjoy the shoestring type.  A friend of ours, a die hard foodie, Loved the pork chop with the polenta and cherry sauce... if we had looked away for a second I'm sure she would have licked the plate!!!
All in all, the only bad experience we had was the forced valet service.  Just drives me crazy that a restaurant uses the main parking lot for ""free"" valet, when it should be for customers, and valet down to another lot.  No such thing as free... then people sneak into lots down the way to save the tip.  If this was Chicago, or New York I could see it, but not Phoenix.  But don't let that keep you away...",2
positive,Great product with fantastic features..a winner from Samsung,2
negative,"I liked the phone but my display is not working properly ,the screen is shivering and automatically messages are getting typed ,the back button is not working at times . Overall I experience is bad ..did not except Samsung phone to be defective . I was very happy when heard samsung coming with a phone with affordable cost but my experience . Have place complained with Amazon .",0
positive,"Loved the phone.

Redmi did an awesome job with this phone.
Tho at first the camara was noise and dull but after updating it to miui 11 it is really awesome i cant stop taking pics from the 64mp.
Now about the performance, i would say it gives you the feeling as tho you are playing on a premium phone i played it for 6 hours straight on HDR+ with high refresh rate. The phone can handle itself well i did not face any lag of frame drops. There was heating but if you play on max setting of any phone for long hours you will face heating. The battery was amazing it lasted for 8 hrs (6hrs of high setting which left it at 5 percentage and the 2 hours of mild usage) i wiuld say the prosessor has to do a lot with powersaving as it ment for performance and saving. The wide angle camare still needs work mainly at low light image does come dark but ofcourse that some you will only notice if you do a comparison.
Haptic has modes high is the best you feel life something is ticking you in the pocket when you are riding or driving. The audio was a high inprovement after the update now i can hear it from the other room. :)  There are cons like if you are swiping very fast if will detect a tocuh anywhere on the screen also when i placed my earphones on it the phone went crazy ( sadly it managed to uninstall Pubg and all i could do was watch as all my data went down the drain) but that fine i installed it again.
The call quality ti good i can hear what people are saying and people can hear what i am saying so no problem there. Internet speed now that really depends on how far the tower is fron you, you will face really slow speeds.  my airtel is the worst
With speed from very good to worst.
1) jio/vodaphone. Both sims have 4g active at once. So you you turn on inter on one the other won't goto 3g.
2) idea tho it's part of voda now but not as good as voda
3) airtel.
The download speeds for jio are at 2 mb/s that what i got when i was downloading from plastore speedtest showed 10mb/s i did get 10 mb/s but after 3 to 6 am when network traffic is reduced. With voda i got 800 kb/s to 2mb/s it staded at 2mb for the most part but there were drops way more the jio.
Ideo had 600kb/s  to 1mb/s that was the best i got from it.
Now it's airtel with 160 kb/s to 400kb/s
I was able to download buy hugh files i was just sitting and watching thr screen.
You have to keep in mind this is in my area it may be defferent in your area.

I hope this helps i will try to update of any changes.",2
negative,Phone is not good guys dont waste ur money the phn is got hanged figerprint sensor also nt work properly,0
negative,Super performance,0
positive,Good product,2
negative,He was almost to Bitches &amp; hoes. #GOPDebates,0
negative,"Just got done with my first day of work and is exsausted, sweaty, and chalky.",0
negative,Not good phone,0
negative,"Everything is good , but my front camera got stuck and having hang ,after 2 week of purchase.....very disappointed.... Amazon refused to replace the product........",0
positive,"The display clarity was great than expected for only HD overall great .Bloatware free, Android One, great value for money and it has quick charging support v3 but its doesn't seems that fast charging",2
positive,Best,2
positive,Good phone at best price.,2
negative,Camera poor quality,0
positive,"Good camera, good processor system, no hang.",2
negative,"Hi Team, Recently I bought a Samsung M10s mobile (Oct 15, 2019) from Amazon... I saw some purple color dots appear on the right side corner of the phone after 10days and it gets increased within 10 days and now the full display got scrambled... I went to customer service and requested the reason, they are saying it is because of internal pressure. I really don't know what was that... Also, I don't have any method to give internal pressure to a phone... And they were saying it will not come under warranty, I am surprised 😲 about that... I haven't used the phone for one month completely... And I am really upset the way supervisors and customer service agents explained the issue and warranty terms... It looks like some basic issue with the handset. So I requested them to replace my handset...",0
negative,Display glass is very poor quality. I don't recommend it this model,0
positive,"Good product in good price. And of course the glorious Samsung Display. I really didn't expect it's speaker to be that great, But the speakers are bloody amazing.",2
negative,"Battery backup not very good. And i am facing frequent issues with network connectivity and also with sound.. I have to restart now and then to get it working again. Slight heating issue is also there. Overall, i am disappointed with the mobile. I dont know if these issues are in my handset only or is a model defect. Camera is just nice only and not great as i expected from a 64 mp camera. Screen display quality is good and touchscreen is very responsive though.",0
positive,Good phone but more than time video streaming black screen show video.,2
positive,"Very good device with a lot of new features. Camera quality though is not very good.  Pictures are not sharp..
Also display is a bit grainy.
They need to get this sorted.",2
negative,"When I turned Samsung from Nokia, I bought Samsung J7, which superb, ultimate product ever were I used. best thing about phone was Camera, that made me quality photographer, when it turned almost 3 years then think to by new brand mobile with best camera quality. So I choosed Samsung A7 which was the first triple camera device, so I was lil excited on photographs for new device but by time I started using phone camera I dint feel the best quality. it reminds me J7 camera.. then after one year again I see this device released and I purchased!

So again expectations failed here...camera quality, phone slowness even i selected 6GB RAM/128GBInternal device... Phone body quality not that much feel me satisfied, sometime some apps get closes in mid of use..

Totally hating samsung now... think I should turn back to Nokia again yar.....",0
negative,"Don’t buy this phone lot of issues having this phone example software and camera
Waste of money and time
No proper service",0
negative,Headphone is not provided. Very much disappointed. Headphones missing from the packet.,0
negative,"RT @feministabulous: Scott Walker talking about what he'll do as President being ""just like what I did in Wisconsin"" is so scary. #GOPDebate",0
positive,Nice one,2
neutral,"Retweeted Shawn Drury (@ShawnDrurySC):

Jeb: My father was...OH NEVERMIND. Parenting is so overrated. #GOPDebates #BNRDebates",1
negative,ugh... only 1 3/4th hour and i will be 19...,0
neutral,New phone isn`t syncing with my computer...I need numbers,1
positive,"has just finished watching masterchef. Surprisingly (perhaps), it`s good",2
negative,"Camera poor and display suddenly off
Just 2 months used,",0
positive,Amazing budget phone. If you are looking for a phone under 10k then go for it.,2
neutral,"Had a shower. it`s 5:55 PM. Triple 5`s! ****, it just turned 5:56",1
positive,Redmi note 8 very good quality product thankyou Amazon and very fast delivery in 2 days,2
positive,"Fingerprint is little bit slow
Camera quality is best at day time but in night time it burst the pixel.
Battery life is the best part of this mobile powerful battery backup
Super amoled screen was superb",2
positive,Super performance.,2
positive,The mobile is excellent in this price range.,2
negative,Heats near the camera area and becomes hot even during phone calls.poor camera quality and the fingerprint scanner turns bad after a few months.only pro is the battery life,0
neutral,Camera is ok ok...battery life is not as expected...face unlock is not performing at all....fingerprint is ok,1
negative,yeah its Friday! I thought my sis was coming into town turns out she is not!!  so sad! i miss my babies!!!,0
negative,delivery let and. Rs.100 pay but not satisfy,0
positive,Battery backup declined after software update. Vibration intensity too light. Rest all is good.,2
positive,Good,2
negative,"#GOPDebate #RSG15 If Jeb Bush Wants to Be the Nominee, he better kick it up a notch b/c so far he is a very weak candidate #p2 #tcot",0
negative,"The camera is not exactly what it is told as 20 MP instead its looking like a 5 mp one
Battery stays only for 4 hours max

Overall it was a horrific experience for me

And amazon guys are not even ready to return the phone and give my money back.
They are just saying for a replacement of same model again",0
positive,"Samsung Galaxy M31 fingerprint capture so quickly. Camera quality is superb and battery backup is very best.
If you do not use only calling ,you use 24×7 hour ,4 to 5 days but your depending on network.",2
positive,"Battery life is really good. It is not 5000mah
It's 4900mah but still I can use the phone  whole day.
Fingerprint reader is not the fastest but is ok.
Sometimes it doesn't scan quickly you have to use your finger again. Only 3 fingers can be registered. Face unlock is not reliable .

Camera is not good. Only photos with live focus look a bit better and when you zoom in, it is not at all good. Even the same problem with the front camera. Hair looks like a huge blood when zoomed in.

Overall performance of the phone is good.
This phone has more multitasking features.
Phone gets hot with excessive work load.
Ram management is good.
Games don't lag much like shadow fight 3 and asphalt 9.",2
negative,Maybe the phone i got is a defective peice...the touch response are taken automatically even without being touched...idk whats wrong with this device...returning this product...**my products has not been returned yet**,0
positive,Overall performance is good. Selfie flash is missing for night time selfies as all partys will be happening at night😍. Except this I love this mobile...,2
positive,Liked it,2
positive,"Alwyas a fan of Oneplus, this one is really a great combination of all things which we need in a mobile.A great camera quality with smooth touch.
Really very heppy because my finger print is working perfectly (sruggling alot with the other mobiles).
Happy to buy this product.",2
positive,One of the best phone,2
positive,_kap But I think it`s cute.  Do this every night okay?,2
positive,"Very nice cellphone, touch is much smoother than previous series and camera quality also nice",2
negative,"worst phone, Hangs, every day it needs to delete sms , not worth of 2000 ,, purchased from Sanpdeal & Mi both are cheeting, Most of the pieces are faulty for that you need to go to service centre deposit the phone , take receipt then it will take a week to re visit to service centre,,very bad service with worst phone ,,Dont take ,this phone & from snap deal too, all good reviews are fake & to market this phone,,
if want more details call me 9922968936",0
negative,Battery capacity is low. Since I am from using from 20 days daily I need to charge the mobile.,0
neutral,The deal also includes a ten-year maintenance agreement .,1
positive,"Vivid Display, Sturdy Build Quality, Value for money.",2
neutral,Over weight and display  not that good,1
positive,Good,2
positive,"Above items are

satisfied.",2
neutral,"Only cons on this phone.
1. hangs a lot.
2. Thickness is high
3. Unnecessary ads in wallpaper

I didn’t expect this from Xiaomi",1
positive,"I have past this place a million times and always wanted to stop and I finally did. It was good. The only thing that was fabulous was the cheese crisp. It was actually crispy must places its just a soft tortilla with cheese, I can do that in my own microwave. I didn't have the refried beans but they looked watery and not so good. I enjoyed this place and will come back but besides the cheeses crisp it was average but good.",2
neutral,RT @mVespa1: Donald Trump Refuses to Rule Out Third Party Run on GOP Debate Stage  http://t.co/i4YywfLSy2 #tcot #GOPdebate,1
negative,Worst mobile ...camera quality not good for 64mp and within 50 days I got battery problem..don't go for this mobile,0
negative,Not any special. A simple quality phone.,0
negative,Phone is not working..,0
negative,"Face lock not good.
When talk with speaker there are problem seem .
So that now return to product.
Again purchase from samsung website but when recived its diffect product again recived . Memory card tray not fix and not working. Alredy two times buy M30s but same time defeective product recive. Now how can trust to samsung or Amazon..?",0
positive,good,2
positive,Fingerprint reader is very nice. Camera quality is average comper by Redmi.Oppo. battery life is good with fast charger.,2
neutral,I not like frant Gorilla glass,1
neutral,"Found dust particles in rear camera focus lenses.
Automatically connecting-Disconnecting from mobile hotspot network",1
negative,"I Purchase This on 01.12 and gifted ...

Today this is full stopped...",0
positive,"This place is one of my favorite burger joints.  If you really appreciate a good burger, I don't think you'll be disappointed.  Kobe burger, Double truffle fries, Creme Brulee Shake and just pure joy.  First time, the burger was slightly over cooked for medium rare; but ever since I have been back multiple times and it's been prepared perfectly to my expectations.  I do believe in second chances and they won me over.  I don't get the mushroom on the Kobe; Meat is very tasty and flavorful, no need to add any toppings.  The Samburger and Zinburger are very tasty as well.  Last time I added bacon to the Zinburger, very good, and I do recommend that.  The staff are very attentive to diners needs.  I have tried a few of the Fox-RC and every time has been an excellent experience so far.  (I hope it won't change).  SF definitely has a unique and entrepreneurial vision in food industry which has, and will make him very successful.",2
positive,Camera quality is great.  Phone doesn't hang. Good battery life. Awesome value for money.,2
neutral,"For some reason this reminds me a bit of Dukes in Waikiki. Food is OK, not bad, not good either. Service is OK, not bad, not good. The best part about this place is that they don't have a cover and its easy to get into. Its good for a beer on a pub crawl or to sober up for a couple of hours b4 2am. One of my coworkers literally drops $100's here per week and I don't think hes ever gotten a free beer. I think that says something about the place.",1
positive,"Fingerprint reader really nice
Camera quality awesome
Battery working is very good",2
positive,"Superb😍
Good in this Price....
Always Redmi is Better for Under 10k Price Range",2
positive,"The pho was good and a generous portion, but compared to most Vietnamese places... way over priced. The owner is very nice and entertaining :) The spring rolls were decent, but smaller than most places for the price. It still beats anything in the west valley.",2
positive,Best cellphone 🙂,2
negative,"Always hang this phone
Sistem is very slow",0
neutral, I thought I was going to see a pic of your clean car,1
positive,Excellent camera. Battery performance good,2
positive,In selfi mode figer print options not available,2
neutral,Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,1
neutral,Camera quality is average. Battery life good.,1
neutral,"Mobile is good
But why headset was not given",1
negative,"Battery discharges faster..
Fingerprint reader not at all good..
Camera quality is good.",0
positive,"Mobile is good, but first sale offer 1000 rs. not give me after more than 30 day
I'm really not expecting from Amazon",2
positive,"Amazing phone , must buy this mega monster",2
negative,"If Donald Trump showed up at the next #GOPDebate in full Kiss makeup and costume, I might actually have to switch to the Republican party.",0
negative,"Finger printer in rear is not so attractive.
Adaptors failed with 20days",0
negative,"I bought this mobile on may 2019, within a 2 months its stop working fast charging...  without fast charging technology, its keep on charge for more than 6hour. I lost my hope on samsung. Dont waste your money on flash sale product on samsung.",0
neutral," don`t worry they are use to it, we always give them grief, they usually take it well!!!  nearly always!",1
neutral,Stuck at work until 9. Can't wait to go home &amp; watch the train wreck that is the #GOPDebates. Anyone know where to find it?,1
positive,No words... Speechless device. Thanks amazon for great discounts & deal... And fast delivery,2
positive,Good product & good amazon,2
positive,"If #ChrisChristie's disapproval ratings are high now, wait till the #Bridgegate trial this fall. #GOPDebate #FoxNews http://t.co/r9CTpLW5UP",2
positive,I like ram and speed . I also like display.,2
positive,The performance was best....but phone is heavy as compared to other ....,2
positive,Nice ph.... thanx Amazon for good service... excellent ph yr...👌👌,2
positive,Vary naeis,2
negative,Very disappointed with Samsung. After one month of usage...all of a sudden speaker is not working.,0
negative,"Power : On / off, switch not working properly.
System : Always got hang, it was observed basically when I play Video or record videos.

I need a justification or guidance for replacement or alse as expert suggestion.",0
negative,RT @TamaraCG: My new favorite gif is perfect. #GOPDebate http://t.co/uKdZ8O85Av,0
neutral,"Fingerprint reader is lil slow,camera quality is good in daylight but blur type in artificial lighting",1
positive,Awesome phone,2
positive,"Best phone in the budget..
plus the SD 845 processor.. luv it.",2
positive,"Battery backup was so good.
Little issues in auto brightness.
Excellent ram management.
Camera also did great job but good in low light condition.
Samsung lovers hope this phone satisfy you.",2
negative,"It's been quite a long time since I have been using Samsung M20 , I got it on may 31 so let's say 4 -5 months approx.
Good points-
*camera quality is really good , initially front camera was really good now it's not that good I say but back camera is still good. I will add some pictures I took from Backcam
*Look is okay.
*Samsung gives quality product so it will work for years.
*Battery is really good, comes with type c charger so fast charging is available
Bad points-
*initially finger print sensor worked really well now it does not even sometimes I have to type my password instead of using fingerprint.
*I personally feel display doesn't work that good.
*not good for gaming at all, initially pubg was playing OKAY but now it hangs and I don't feel like playing it at all , so if you are a gamer I would say a big NO.
*it was initially fine but now it hangs a lot bcz of pubg taking too much space of RAM or may be bcz it is one of the features that come with Samsung, if you are a gamer I think you should go for mi.
Overall I'm okay with this phone but what really irritates me is that it hangs a lot",0
negative,"Worst after 8 months of use
Price droped by 6k in 8 months

Not happy for what I paid and the phone started with automatic sound increase thing in the phone",0
positive,It's a great model.. I charge the mobile once in 2 days. Battery lasts longer and best camera quality.,2
positive,Looks good at first impression..Wil post the review after one month usage.,2
positive,Good product,2
neutral,Hang problem,1
neutral,"has uploaded her runs onto NikePlus.com ...   Run, Row.Row., RUN!!!",1
positive,Dinner with the parental unit is always grand,2
positive,"Love.  It.  Awesome pulled pork, brisket, turkey.  The sides are really good, too.  I feel like it's somewhat expensive, but it's worth every bite, but then again, that's BBQ.  If it's dirt cheap, that means it's not quality meat.

Anyway, the 2-pound potato is great, too -- chives, sour cream, butter....",2
neutral,The fine print is here .,1
positive,Nice mobile at this price range.Vivo rocks this time.,2
neutral,RT @TCPalmKGardner: Who told the truth and whose pants are on fire from last night's #GOPDebate? http://t.co/WhLKEkq2FM …,1
positive,The product is over all very good. Phone is very fast and move smoothly without and problem. Camera is cool and owsam. Battery back up capacity is very good. I am totally satisfied with my Samsung M20 mobile phone,2
negative,I was very excited while buying... even the phone have been doing well during first 2 months....  then suddenly I am facing problems in it...  It is a dual Sim 4G phone... sometimes I get disruptions that sim 2 has been removed....  sometimes while answering or calling phone gets disconnected within a span of 5 sec or more....  Very very very pathetic experience...  So I suggest to buy a Lenovo rather than Xiaomi...,0
negative,"I got this phone bt it has 3rd class one selfie camera it is not  catching the clear picture, and this is real fact,  also rear camera is not adequate.",0
positive,"Great phone. Must buy product camera, fingerprint ,4500 battery ,and mediatek G90T super awesome.",2
positive,GOOD PRODUCT WITH 5000 MAH. CHARGING FASTLY WITHIN 2 HOURS FROM 10% TO 100%.  BUT FINGERPRINT SNESING AFTER 2 TO 3 TIMES TRYING.,2
neutral,The Camera  performance though  boasts a 64 MP rear camera and 32MP selfie camera fall short of the quality of  pictures & videos  when compared to my other mobile pictures which is  Realme Note 5pro & has 48MP rear camera. I failed to understand how Samsung could fall short to Realme even when boasting higher  specs.  Not satisfied with M31,1
positive,"Good one, camera quality OK",2
negative,"@RealAlexJones  After watching the debate, i felt that Donald Trump is the new Ross Perot. Do you feel this way as well? #GOPDebate",0
negative,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates,0
negative,"Set gets overheated very fast during calls

Battery gets discharge very fast

Set is just a hype",0
positive,Overall very good,2
neutral,Phone gets heated during  charging and calling. Didn't expect these defects from Samsung.,1
negative,Always getting camera cannot connect error along with YouTube loading,0
positive,Overall it is good,2
positive,value for money,2
neutral,"GeoSentric 's flagship product is the GyPSii platform , which uses pioneering geo-location software technology to connect people to people , and people to places with new and exciting social community and location-specific services .",1
negative,Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,0
positive,Battery backup is awesome & also facelock and I am satisfied with all the exciting features 😍😍😍,2
positive,Nice,2
positive,"A great phone overall. The best part is battery,sound and the camera too is very good. The notch gives a great look and feel. No major demerits noted till now.",2
negative,Very Bad camera quality I want my money back,0
